ensembl_gene_id,hgnc_symbol,hg
ENSG00000235528,HLA-DPA2,hg38
ENSG00000235529,AGAP1-IT1,hg38
ENSG00000235531,MSC-AS1,hg38
ENSG00000235532,LINC00402,hg38
ENSG00000235534,FECHP1,hg38
ENSG00000235535,TRDN-AS1,hg38
ENSG00000235536,MICF,hg37
ENSG00000235539,MTND1P33,hg38
ENSG00000235540,PSMB8-AS1,hg38
ENSG00000235541,KRT18P1,hg38
ENSG00000235544,RPS11P1,hg38
ENSG00000235547,NDUFB11P1,hg38
ENSG00000235549,EIF1P2,hg38
ENSG00000235550,ANKRD26P2,hg38
ENSG00000235552,RPL6P27,hg38
ENSG00000235555,SUMO1P4,hg38
ENSG00000235559,NOP56P1,hg38
ENSG00000235561,HCG19P,hg37
ENSG00000235568,NFAM1,hg38
ENSG00000235569,MSH5,hg38
ENSG00000235570,LINC00533,hg38
ENSG00000235571,SNX18P14,hg38
ENSG00000235576,LINC01871,hg38
ENSG00000235587,GAPDHP65,hg38
ENSG00000235588,AIF1,hg38
ENSG00000235589,ZNF311,hg38
ENSG00000235590,GNAS-AS1,hg38
ENSG00000235593,RBMS3-AS1,hg38
ENSG00000235595,GAPDHP23,hg38
ENSG00000235596,PPIAP9,hg38
ENSG00000235597,LINC01102,hg38
ENSG00000235598,RRM2P4,hg38
ENSG00000235600,MICD,hg38
ENSG00000235601,BARX1-DT,hg38
ENSG00000235602,POU5F1P3,hg38
ENSG00000235604,SPANXB1,hg37
ENSG00000235606,AK4P6,hg38
ENSG00000235608,NKX1-1,hg38
ENSG00000235613,NSRP1P1,hg38
ENSG00000235616,ST13P2,hg38
ENSG00000235618,FAM21EP,hg38
ENSG00000235619,RPL36AP33,hg38
ENSG00000235621,LINC00494,hg38
ENSG00000235623,OR7E110P,hg38
ENSG00000235626,KRT18P66,hg38
ENSG00000235627,SNRPFP4,hg38
ENSG00000235628,TNR-IT1,hg38
ENSG00000235630,OR2H5P,hg38
ENSG00000235631,RNF148,hg38
ENSG00000235632,OR2J1,hg38
ENSG00000235636,NUS1P1,hg38
ENSG00000235638,MTND6P14,hg38
ENSG00000235641,LINC00484,hg38
ENSG00000235642,PTP4A1P5,hg38
ENSG00000235643,LINC01647,hg38
ENSG00000235644,RPL10P5,hg38
ENSG00000235645,LINC02651,hg38
ENSG00000235646,MTND1P2,hg38
ENSG00000235649,MXRA5Y,hg38
ENSG00000235650,RPS18,hg38
ENSG00000235655,H3F3AP4,hg38
ENSG00000235656,RPL36P18,hg38
ENSG00000235657,HLA-A,hg38
ENSG00000235658,ATAT1,hg38
ENSG00000235660,LINC00345,hg38
ENSG00000235661,MIR670HG,hg38
ENSG00000235663,SAPCD1-AS1,hg38
ENSG00000235665,LINC00298,hg38
ENSG00000235666,SUMO2P1,hg38
ENSG00000235670,RPL21P40,hg38
ENSG00000235674,LDHAP2,hg38
ENSG00000235676,ABHD16A,hg38
ENSG00000235677,NPM1P26,hg38
ENSG00000235678,OR5AN2P,hg38
ENSG00000235680,HLA-G,hg38
ENSG00000235684,HTATSF1P1,hg38
ENSG00000235686,PPIAP20,hg38
ENSG00000235687,LINC00993,hg38
ENSG00000235688,SNTG2-AS1,hg38
ENSG00000235690,CUBNP3,hg38
ENSG00000235692,PFDN6,hg38
ENSG00000235696,C2,hg38
ENSG00000235697,DDX39BP1,hg38
ENSG00000235698,PA2G4P2,hg38
ENSG00000235699,CXorf51B,hg38
ENSG00000235700,CYCSP52,hg38
ENSG00000235701,PCBP2P1,hg38
ENSG00000235703,LINC00894,hg38
ENSG00000235706,DICER1-AS1,hg38
ENSG00000235708,COL11A2,hg38
ENSG00000235711,ANKRD34C,hg38
ENSG00000235712,RXRB,hg38
ENSG00000235714,MICG,hg38
ENSG00000235715,PSMB8,hg38
ENSG00000235716,KRT18P46,hg38
ENSG00000235717,DPP10-AS2,hg38
ENSG00000235718,MFRP,hg38
ENSG00000235720,GABPAP,hg38
ENSG00000235722,TRIM31-AS1,hg38
ENSG00000235727,HCG18,hg38
ENSG00000235730,OR2AF1P,hg38
ENSG00000235731,LINC02250,hg38
ENSG00000235734,HMGN1P36,hg38
ENSG00000235735,RPL7AP72,hg38
ENSG00000235737,TRIM60P19,hg38
ENSG00000235740,PHACTR2-AS1,hg38
ENSG00000235744,HLA-DOA,hg38
ENSG00000235746,CTBP2P2,hg38
ENSG00000235747,HCG21,hg38
ENSG00000235748,SEPT14P12,hg38
ENSG00000235750,KIAA0040,hg38
ENSG00000235751,MAGI2-IT1,hg37
ENSG00000235754,APOM,hg38
ENSG00000235757,PTMAP1,hg38
ENSG00000235758,AGPAT1,hg38
ENSG00000235759,ARHGAP42P3,hg38
ENSG00000235761,MTCO3P46,hg38
ENSG00000235763,SNRPGP5,hg38
ENSG00000235764,ETF1P1,hg38
ENSG00000235765,SAPCD1-AS1,hg38
ENSG00000235768,BRD7P5,hg38
ENSG00000235769,LY6G6E,hg38
ENSG00000235770,LINC00607,hg38
ENSG00000235773,NRM,hg38
ENSG00000235777,DPYD-AS2,hg38
ENSG00000235780,USP17L27,hg38
ENSG00000235781,LINC02569,hg38
ENSG00000235784,HNRNPA1P29,hg38
ENSG00000235786,ZNRF3-IT1,hg38
ENSG00000235788,LINC01015,hg38
ENSG00000235794,MTND3P21,hg38
ENSG00000235801,LINC02569,hg38
ENSG00000235802,HCFC1-AS1,hg38
ENSG00000235803,MTCO2P23,hg38
ENSG00000235805,SOCS5P3,hg38
ENSG00000235808,MYL6P2,hg38
ENSG00000235809,DDX39BP2,hg38
ENSG00000235812,ADAM21P1,hg38
ENSG00000235814,ZNRD1ASP,hg38
ENSG00000235816,PRELID1P3,hg38
ENSG00000235818,VN1R17P,hg38
ENSG00000235821,IFITM4P,hg38
ENSG00000235822,LINC01073,hg37
ENSG00000235823,OLMALINC,hg38
ENSG00000235824,LINC00837,hg38
ENSG00000235825,FAM90A9P,hg37
ENSG00000235827,TUBB8P9,hg38
ENSG00000235828,RPL36AP26,hg38
ENSG00000235829,TBCAP2,hg38
ENSG00000235830,SRGAP3-AS4,hg38
ENSG00000235831,BHLHE40-AS1,hg38
ENSG00000235832,CNN2P3,hg38
ENSG00000235836,KIF3AP1,hg38
ENSG00000235838,HSP90AB7P,hg38
ENSG00000235844,HLA-DPA1,hg38
ENSG00000235847,LDHAP7,hg38
ENSG00000235848,RMDN2-AS1,hg38
ENSG00000235849,HS6ST2-AS1,hg38
ENSG00000235855,OR7E145P,hg38
ENSG00000235857,CTBP2P1,hg38
ENSG00000235863,B3GALT4,hg38
ENSG00000235864,HSPA8P6,hg38
ENSG00000235865,GSN-AS1,hg38
ENSG00000235868,GAPDHP31,hg38
ENSG00000235875,ARHGEF7-AS2,hg38
ENSG00000235876,FEM1AP4,hg38
ENSG00000235877,HCG19P,hg37
ENSG00000235879,FAR1P1,hg38
ENSG00000235884,LINC00941,hg38
ENSG00000235885,LINC01828,hg38
ENSG00000235890,TSPEAR-AS1,hg38
ENSG00000235892,PKMP2,hg38
ENSG00000235896,IGKV3D-7,hg37
ENSG00000235897,TM4SF19-AS1,hg38
ENSG00000235899,LINC01564,hg38
ENSG00000235903,CPB2-AS1,hg38
ENSG00000235904,RBMS3-AS3,hg38
ENSG00000235905,TRIM15,hg38
ENSG00000235908,RHOA-IT1,hg38
ENSG00000235910,APOA1-AS,hg38
ENSG00000235914,MACROD2-AS1,hg38
ENSG00000235915,LST1,hg38
ENSG00000235917,MTCO2P11,hg38
ENSG00000235919,ASH1L-AS1,hg38
ENSG00000235923,TRIM26BP,hg38
ENSG00000235924,ZNRF2P3,hg38
ENSG00000235925,LY6G6C,hg38
ENSG00000235926,RPS29P15,hg38
ENSG00000235927,NEXN-AS1,hg38
ENSG00000235929,TPT1P14,hg38
ENSG00000235930,HSPE1P12,hg38
ENSG00000235931,LINC01553,hg38
ENSG00000235933,LINC01779,hg38
ENSG00000235940,MTND1P21,hg38
ENSG00000235941,HSPA1A,hg38
ENSG00000235942,LCE6A,hg38
ENSG00000235943,TMEM212-IT1,hg38
ENSG00000235944,ZNF815P,hg38
ENSG00000235947,EGOT,hg38
ENSG00000235950,DUX4L15,hg37
ENSG00000235952,HCG4P5,hg37
ENSG00000235954,TTC28-AS1,hg38
ENSG00000235955,CICP20,hg38
ENSG00000235956,PRRT1,hg38
ENSG00000235957,COX7CP1,hg38
ENSG00000235958,UBOX5-AS1,hg38
ENSG00000235960,TRIM15,hg38
ENSG00000235961,PNMA6A,hg38
ENSG00000235962,RPL7AP53,hg38
ENSG00000235963,MCCD1P1,hg38
ENSG00000235964,FXYD6P2,hg38
ENSG00000235966,OR12D2,hg38
ENSG00000235967,COX5BP3,hg38
ENSG00000235969,CHEK2P4,hg38
ENSG00000235974,VN2R19P,hg38
ENSG00000235984,GPC5-AS1,hg38
ENSG00000235985,AIF1,hg38
ENSG00000235986,GNL1,hg38
ENSG00000235989,MORC2-AS1,hg38
ENSG00000235990,RPL23AP20,hg38
ENSG00000235992,GRAMD4P2,hg38
ENSG00000235995,UBE2V1P6,hg38
ENSG00000235997,LINC01936,hg38
ENSG00000235998,TAAR7P,hg38
ENSG00000236006,LINC00243,hg37
ENSG00000236007,MTCO1P46,hg38
ENSG00000236008,LINC01814,hg38
ENSG00000236011,GPANK1,hg38
ENSG00000236012,HIGD1AP12,hg38
ENSG00000236014,VPS52,hg38
ENSG00000236017,ASMTL-AS1,hg38
ENSG00000236019,DDX39B-AS1,hg38
ENSG00000236024,PRRX2-AS1,hg38
ENSG00000236027,PATE3,hg38
ENSG00000236030,LINC01036,hg37
ENSG00000236032,OR5H14,hg38
ENSG00000236033,HCG4B,hg38
ENSG00000236036,LINC00445,hg38
ENSG00000236040,CHIAP1,hg38
ENSG00000236041,COX6CP18,hg38
ENSG00000236044,FABP5P2,hg38
ENSG00000236049,LINC01920,hg38
ENSG00000236051,MYCBP2-AS1,hg38
ENSG00000236052,LINC01643,hg38
ENSG00000236053,LINC01067,hg38
ENSG00000236056,GAPDHP14,hg38
ENSG00000236058,RPL17P36,hg38
ENSG00000236060,HSPB1P1,hg38
ENSG00000236062,GSTM5P1,hg38
ENSG00000236063,ABHD16A,hg38
ENSG00000236070,OR2AD1P,hg38
ENSG00000236076,LINC01072,hg38
ENSG00000236078,LINC01447,hg38
ENSG00000236080,YAP1P2,hg38
ENSG00000236081,ELFN1-AS1,hg38
ENSG00000236083,OR13E1P,hg38
ENSG00000236085,ACTG1P4,hg38
ENSG00000236086,HMGN2P28,hg38
ENSG00000236088,COX10-AS1,hg38
ENSG00000236090,LDHAP3,hg38
ENSG00000236091,LINC02243,hg38
ENSG00000236093,PPP1R2P1,hg38
ENSG00000236094,LINC00545,hg38
ENSG00000236097,BNIP3P2,hg38
ENSG00000236100,RPL7P4,hg38
ENSG00000236101,RAC1P7,hg38
ENSG00000236104,ZBTB22,hg38
ENSG00000236105,PRELID3BP10,hg38
ENSG00000236107,SCN1A-AS1,hg38
ENSG00000236110,OR2AM1P,hg38
ENSG00000236113,MCCD1P2,hg38
ENSG00000236117,LINC01639,hg38
ENSG00000236121,HAUS6P2,hg38
ENSG00000236122,UBQLN1P1,hg38
ENSG00000236123,CEACAMP11,hg38
ENSG00000236124,HMGN2P23,hg38
ENSG00000236125,USP17L4,hg38
ENSG00000236126,CT47A3,hg38
ENSG00000236130,PTCSC2,hg38
ENSG00000236131,MED13P1,hg38
ENSG00000236133,LINC01069,hg38
ENSG00000236136,ADORA2BP1,hg38
ENSG00000236138,DUX4L26,hg38
ENSG00000236144,TMEM147-AS1,hg38
ENSG00000236148,RPL23AP37,hg38
ENSG00000236149,ABCF1,hg38
ENSG00000236152,MRPS36P1,hg38
ENSG00000236156,CHCHD4P3,hg38
ENSG00000236158,RFC3P1,hg38
ENSG00000236165,PRADC1P1,hg38
ENSG00000236167,GAPDHP57,hg38
ENSG00000236169,LINC00418,hg37
ENSG00000236170,IGHD1-1,hg38
ENSG00000236171,RPL12P26,hg38
ENSG00000236172,MIR7515HG,hg38
ENSG00000236175,SSU72P6,hg38
ENSG00000236176,LINC00353,hg38
ENSG00000236177,HLA-DPA1,hg38
ENSG00000236179,PRAMEF35P,hg38
ENSG00000236183,LY6G6C,hg38
ENSG00000236184,TCEA1P4,hg38
ENSG00000236185,HNRNPDLP3,hg38
ENSG00000236187,GJA6P,hg38
ENSG00000236188,PRKX-AS1,hg38
ENSG00000236189,RPL18AP15,hg38
ENSG00000236191,RPS15AP25,hg38
ENSG00000236193,LINC01953,hg38
ENSG00000236195,RNMTL1P2,hg38
ENSG00000236196,NFKBIL1,hg38
ENSG00000236200,KDM4A-AS1,hg38
ENSG00000236202,GRM7-AS1,hg38
ENSG00000236203,MCCD1P2,hg38
ENSG00000236204,LINC01376,hg38
ENSG00000236208,C10orf71-AS1,hg38
ENSG00000236210,LY6G6E,hg38
ENSG00000236211,MTCO1P7,hg38
ENSG00000236216,PPP1R11P1,hg38
ENSG00000236217,C1DP2,hg38
ENSG00000236221,TNXB,hg38
ENSG00000236222,WDR46,hg38
ENSG00000236225,HCG4,hg38
ENSG00000236227,BRD2,hg38
ENSG00000236229,VEZF1P1,hg38
ENSG00000236232,MTCYBP24,hg38
ENSG00000236236,TNXB,hg38
ENSG00000236237,LTB,hg38
ENSG00000236240,GPC5-IT1,hg38
ENSG00000236242,MYO16-AS1,hg38
ENSG00000236243,RPL6P29,hg38
ENSG00000236249,GAGE2C,hg37
ENSG00000236250,STK19,hg38
ENSG00000236251,HSPA1L,hg38
ENSG00000236253,SLC25A3P1,hg38
ENSG00000236254,MTND4P14,hg38
ENSG00000236256,DIAPH2-AS1,hg38
ENSG00000236257,EI24P2,hg38
ENSG00000236258,TIMM8BP1,hg38
ENSG00000236259,PPIAP64,hg38
ENSG00000236262,SHANK2-AS2,hg38
ENSG00000236264,RPL26P30,hg38
ENSG00000236265,DDX39BP1,hg38
ENSG00000236268,LINC01361,hg38
ENSG00000236269,ENO1-IT1,hg37
ENSG00000236271,FLOT1,hg38
ENSG00000236273,RPL15P4,hg38
ENSG00000236276,NDP-AS1,hg38
ENSG00000236277,NIPA2P5,hg38
ENSG00000236278,PEBP1P3,hg38
ENSG00000236279,CLEC2L,hg38
ENSG00000236281,NDUFB9P2,hg38
ENSG00000236284,VN1R31P,hg38
ENSG00000236285,NPM1P8,hg38
ENSG00000236287,ZBED5,hg38
ENSG00000236289,GACAT3,hg38
ENSG00000236290,EEF1GP7,hg38
ENSG00000236296,GUSBP5,hg38
ENSG00000236300,MTND4LP12,hg38
ENSG00000236301,MRGPRG-AS1,hg38
ENSG00000236303,LINC02646,hg38
ENSG00000236305,SLC12A9-AS1,hg38
ENSG00000236306,LINC01241,hg38
ENSG00000236307,EEF1E1P1,hg38
ENSG00000236311,TLX1NB,hg38
ENSG00000236312,RPL34P34,hg38
ENSG00000236313,VN1R53P,hg38
ENSG00000236315,NCR3,hg38
ENSG00000236316,OR7E109P,hg38
ENSG00000236320,SLFN14,hg38
ENSG00000236323,BMP6P1,hg38
ENSG00000236330,RPL5P9,hg38
ENSG00000236333,TRHDE-AS1,hg38
ENSG00000236334,PPIAL4G,hg38
ENSG00000236337,FMR1-IT1,hg38
ENSG00000236339,POM121L13P,hg38
ENSG00000236342,ABCF1,hg38
ENSG00000236343,EI24P4,hg38
ENSG00000236345,SCAT8,hg38
ENSG00000236346,NFKBIL1,hg38
ENSG00000236348,PSMC1P10,hg38
ENSG00000236349,SUCLG2P2,hg38
ENSG00000236353,PBX2,hg38
ENSG00000236354,LINC00437,hg38
ENSG00000236357,EI24P1,hg38
ENSG00000236359,OR51B8P,hg38
ENSG00000236362,GAGE12F,hg38
ENSG00000236369,TMPOP1,hg38
ENSG00000236371,CT47A1,hg38
ENSG00000236373,LINC02653,hg38
ENSG00000236374,USP8P1,hg38
ENSG00000236375,POU5F1P5,hg38
ENSG00000236379,ZNF736P4Y,hg38
ENSG00000236380,VENTXP7,hg38
ENSG00000236382,KRTAP10-13P,hg38
ENSG00000236383,CCDC200,hg38
ENSG00000236384,LINC00479,hg38
ENSG00000236388,ITCH-AS1,hg38
ENSG00000236396,SLC35G4,hg38
ENSG00000236397,DDX11L2,hg38
ENSG00000236398,TAS2R39,hg38
ENSG00000236399,TRIM40,hg38
ENSG00000236400,KRTAP21-4P,hg38
ENSG00000236401,SLC4A1APP2,hg38
ENSG00000236404,VLDLR-AS1,hg38
ENSG00000236405,UBQLN1P1,hg38
ENSG00000236407,HMGB1P18,hg38
ENSG00000236409,NRADDP,hg38
ENSG00000236411,NDUFAF4P3,hg38
ENSG00000236415,PPIAP9,hg38
ENSG00000236417,CTSLP1,hg38
ENSG00000236418,HLA-DQA1,hg38
ENSG00000236420,CHCHD3P1,hg38
ENSG00000236422,HCG19P,hg37
ENSG00000236423,LINC01134,hg38
ENSG00000236424,TSPY10,hg38
ENSG00000236428,PPP1R18,hg38
ENSG00000236429,GPM6BP2,hg38
ENSG00000236430,KRT8P29,hg38
ENSG00000236433,RPL37P21,hg38
ENSG00000236435,TSPY12P,hg38
ENSG00000236437,LINC02151,hg38
ENSG00000236438,FAM157A,hg38
ENSG00000236441,DDX39BP1,hg38
ENSG00000236442,ANKRD54P1,hg38
ENSG00000236443,PSMB8,hg38
ENSG00000236444,UBE2L5,hg38
ENSG00000236445,LINC00608,hg38
ENSG00000236446,CT47B1,hg38
ENSG00000236447,ATG10-IT1,hg38
ENSG00000236459,HNRNPA1P22,hg38
ENSG00000236460,SNX2P2,hg38
ENSG00000236463,LINC00427,hg38
ENSG00000236464,LINC02559,hg38
ENSG00000236467,KCNMA1-AS1,hg38
ENSG00000236473,KRT43P,hg38
ENSG00000236474,GCNT1P1,hg38
ENSG00000236475,TRIM26BP,hg38
ENSG00000236477,RPS24P1,hg38
ENSG00000236480,PKMP1,hg38
ENSG00000236481,LINC02195,hg38
ENSG00000236483,MTND2P40,hg38
ENSG00000236484,RRM2P2,hg38
ENSG00000236485,LINC01945,hg38
ENSG00000236488,PPP1R2P1,hg38
ENSG00000236490,TAPBP,hg38
ENSG00000236492,DDR1-DT,hg38
ENSG00000236493,EIF2S2P3,hg38
ENSG00000236496,GPS2P1,hg38
ENSG00000236497,LINC01744,hg38
ENSG00000236499,LINC00896,hg38
ENSG00000236500,CD24P1,hg38
ENSG00000236502,SIX3-AS1,hg38
ENSG00000236508,ATP13A5-AS1,hg38
ENSG00000236509,RPL21P133,hg38
ENSG00000236511,LINC01231,hg38
ENSG00000236515,ZBTB9,hg38
ENSG00000236516,KLF2P4,hg38
ENSG00000236519,LINC01424,hg38
ENSG00000236520,GPC6-AS1,hg38
ENSG00000236521,NPAP1P4,hg38
ENSG00000236522,MDC1-AS1,hg38
ENSG00000236523,NPM1P40,hg38
ENSG00000236527,ARF4P2,hg38
ENSG00000236530,KPNA2P1,hg38
ENSG00000236532,LINC01695,hg38
ENSG00000236534,H3F3BP1,hg38
ENSG00000236535,RC3H1-IT1,hg38
ENSG00000236538,ZNF863P,hg38
ENSG00000236539,HNRNPA1P54,hg38
ENSG00000236541,VN2R9P,hg38
ENSG00000236542,MED28P7,hg38
ENSG00000236547,RPL15P4,hg38
ENSG00000236548,RNF217-AS1,hg38
ENSG00000236549,RPS27AP7,hg38
ENSG00000236552,RPL13AP5,hg38
ENSG00000236554,ASNSP3,hg38
ENSG00000236560,PPP1R11,hg38
ENSG00000236561,MOG,hg38
ENSG00000236564,YWHAQP5,hg38
ENSG00000236565,HNRNPA3P5,hg38
ENSG00000236567,TCF3P1,hg38
ENSG00000236569,HNRNPA1P73,hg38
ENSG00000236570,RAD23BP1,hg38
ENSG00000236577,SNRPGP14,hg38
ENSG00000236579,HCG9,hg38
ENSG00000236581,STARD13-AS,hg38
ENSG00000236582,PRPF38AP2,hg38
ENSG00000236590,MTATP6P4,hg38
ENSG00000236592,S100A11P2,hg38
ENSG00000236594,RPS27AP14,hg38
ENSG00000236595,MED15P5,hg38
ENSG00000236597,IGHD7-27,hg38
ENSG00000236598,ZNRD1ASP,hg38
ENSG00000236599,ELOCP26,hg38
ENSG00000236603,RANP1,hg38
ENSG00000236604,LYPLA2P3,hg38
ENSG00000236607,EEF1DP8,hg38
ENSG00000236608,EIF4A1P6,hg38
ENSG00000236609,ZNF853,hg38
ENSG00000236610,SOCS5P1,hg38
ENSG00000236611,LINC02556,hg38
ENSG00000236612,KRTAP19-11P,hg38
ENSG00000236614,ZNF90P2,hg38
ENSG00000236616,BAK1P2,hg38
ENSG00000236618,PITPNA-AS1,hg38
ENSG00000236619,HCG9P5,hg37
ENSG00000236620,XKRYP3,hg38
ENSG00000236621,OR52E1,hg37
ENSG00000236624,CCDC163P,hg37
ENSG00000236625,C4B,hg38
ENSG00000236626,MTND5P17,hg38
ENSG00000236629,MTCO3P1,hg38
ENSG00000236632,HLA-E,hg38
ENSG00000236635,LINC02540,hg38
ENSG00000236637,IFNA4,hg38
ENSG00000236642,MICF,hg37
ENSG00000236646,LAMTOR5P1,hg38
ENSG00000236649,PPT2,hg38
ENSG00000236651,DLX2-DT,hg38
ENSG00000236653,LINC01923,hg38
ENSG00000236657,BRD2-IT1,hg37
ENSG00000236660,FAM90A7P,hg37
ENSG00000236663,FRGCA,hg38
ENSG00000236666,POTEH-AS1,hg38
ENSG00000236670,KRT18P5,hg38
ENSG00000236671,PRKG1-AS1,hg38
ENSG00000236672,TSBP1,hg38
ENSG00000236675,MTX1P1,hg38
ENSG00000236678,LINC00347,hg38
ENSG00000236679,RPL23AP24,hg38
ENSG00000236681,DSTNP5,hg38
ENSG00000236682,MAP3K2-DT,hg38
ENSG00000236683,HMGA1P1,hg38
ENSG00000236686,BZW1P1,hg38
ENSG00000236688,HLA-N,hg38
ENSG00000236689,MTCO2P21,hg38
ENSG00000236691,NDUFA4P2,hg38
ENSG00000236693,HLA-DPB1,hg38
ENSG00000236695,HNRNPA1P47,hg38
ENSG00000236697,GPSM3,hg38
ENSG00000236698,EIF1AXP1,hg38
ENSG00000236699,ARHGEF38,hg38
ENSG00000236700,LINC01010,hg38
ENSG00000236703,MYB-AS1,hg38
ENSG00000236704,CNOT4P1,hg38
ENSG00000236706,HLA-U,hg38
ENSG00000236709,DAPK1-IT1,hg38
ENSG00000236711,SMAD9-IT1,hg38
ENSG00000236714,LINC01844,hg38
ENSG00000236718,RBMY2QP,hg38
ENSG00000236719,OVAAL,hg38
ENSG00000236720,LINC01741,hg38
ENSG00000236727,MICC,hg38
ENSG00000236729,HCG17,hg38
ENSG00000236734,GRIFIN,hg37
ENSG00000236735,RPL31P63,hg38
ENSG00000236736,UQCRC2P1,hg38
ENSG00000236737,GAGE12B,hg38
ENSG00000236739,CLIC4P1,hg38
ENSG00000236745,YRDCP2,hg38
ENSG00000236746,HLA-W,hg38
ENSG00000236747,LINC01282,hg38
ENSG00000236751,LINC01186,hg38
ENSG00000236753,MKLN1-AS,hg38
ENSG00000236756,DNAJC9-AS1,hg38
ENSG00000236758,MTUS2-AS2,hg38
ENSG00000236759,EHMT2,hg38
ENSG00000236761,CTAGE9,hg38
ENSG00000236762,RPL19P16,hg38
ENSG00000236763,TRMT112P4,hg38
ENSG00000236764,COX7A2P2,hg38
ENSG00000236765,DXO,hg38
ENSG00000236766,MDC1-AS1,hg38
ENSG00000236769,LINC02659,hg38
ENSG00000236771,OR2N1P,hg37
ENSG00000236776,RPL21P23,hg38
ENSG00000236778,INTS6-AS1,hg38
ENSG00000236780,LINC01829,hg38
ENSG00000236783,RPS15AP27,hg38
ENSG00000236785,SDR42E1P5,hg38
ENSG00000236786,TSPY15P,hg38
ENSG00000236790,LINC00299,hg38
ENSG00000236791,OR2AI1P,hg38
ENSG00000236794,BCRP8,hg38
ENSG00000236797,SPA17P1,hg38
ENSG00000236798,PAIP1P1,hg38
ENSG00000236799,LINC02626,hg38
ENSG00000236801,RPL24P8,hg38
ENSG00000236802,B3GALT4,hg38
ENSG00000236803,SDAD1P4,hg38
ENSG00000236804,RPS3AP12,hg38
ENSG00000236806,RPL7AP15,hg38
ENSG00000236808,ZNRD1,hg38
ENSG00000236809,SNX25P1,hg38
ENSG00000236810,ELOA-AS1,hg38
ENSG00000236811,GAPDHP2,hg38
ENSG00000236813,BTF3P8,hg38
ENSG00000236816,ANKRD20A7P,hg38
ENSG00000236818,ARL5AP2,hg38
ENSG00000236819,LINC01563,hg38
ENSG00000236822,NMBR-AS1,hg38
ENSG00000236824,BCYRN1,hg38
ENSG00000236825,RAB28P2,hg38
ENSG00000236826,LSM2,hg38
ENSG00000236827,LINC00529,hg38
ENSG00000236828,DMD-AS3,hg38
ENSG00000236830,CBR3-AS1,hg38
ENSG00000236831,YME1L1P1,hg38
ENSG00000236834,LINC00421,hg38
ENSG00000236835,HCG14,hg38
ENSG00000236836,PCYT1B-AS1,hg38
ENSG00000236843,NRM,hg38
ENSG00000236848,RPL23AP95,hg38
ENSG00000236849,LINC01474,hg38
ENSG00000236850,BMS1P20,hg37
ENSG00000236851,DHFRP2,hg38
ENSG00000236853,OR2R1P,hg38
ENSG00000236857,RAP1BP1,hg38
ENSG00000236859,NIFK-AS1,hg38
ENSG00000236860,RPL39P29,hg38
ENSG00000236862,RPS20P24,hg38
ENSG00000236863,RPL23AP23,hg38
ENSG00000236869,ZKSCAN7-AS1,hg38
ENSG00000236871,LINC00106,hg38
ENSG00000236872,PPIAP36,hg38
ENSG00000236873,AGPAT1,hg38
ENSG00000236875,DDX11L5,hg38
ENSG00000236876,TMSB4XP1,hg38
ENSG00000236877,SETD6P1,hg38
ENSG00000236878,MTATP6P26,hg38
ENSG00000236881,HCG4P11,hg37
ENSG00000236882,LINC01554,hg38
ENSG00000236884,HLA-DRB1,hg38
ENSG00000236888,RPS20P5,hg38
ENSG00000236893,ASS1P7,hg38
ENSG00000236895,GTF2H4,hg38
ENSG00000236898,HLA-DPA2,hg38
ENSG00000236900,TIMM9P1,hg38
ENSG00000236901,MIR600HG,hg38
ENSG00000236902,LY6G6D,hg38
ENSG00000236909,OR2P1P,hg38
ENSG00000236910,ZNF70P1,hg38
ENSG00000236912,SAPCD1-AS1,hg38
ENSG00000236914,LINC01852,hg38
ENSG00000236915,CLCA4-AS1,hg38
ENSG00000236917,DNAJA1P2,hg38
ENSG00000236918,OR2U1P,hg38
ENSG00000236922,LINC01378,hg38
ENSG00000236925,LTB,hg38
ENSG00000236926,ZDHHC20P1,hg38
ENSG00000236927,OR14J1,hg38
ENSG00000236932,CEACAMP8,hg38
ENSG00000236934,LINC02569,hg38
ENSG00000236937,PTGES3P4,hg38
ENSG00000236939,BAALC-AS2,hg38
ENSG00000236944,CCDC58P2,hg38
ENSG00000236946,HNRNPA1P70,hg38
ENSG00000236949,ZNRD1,hg38
ENSG00000236950,LINC01774,hg38
ENSG00000236953,ZDHHC20-IT1,hg38
ENSG00000236956,NF1P8,hg38
ENSG00000236959,SULT1D1P,hg38
ENSG00000236963,LINC01141,hg38
ENSG00000236965,OR52N3P,hg38
ENSG00000236967,RNF39,hg38
ENSG00000236969,GGT8P,hg38
ENSG00000236971,SUMO2P1,hg38
ENSG00000236972,FABP5P1,hg38
ENSG00000236973,GAPDHP51,hg38
ENSG00000236977,ANKRD44-IT1,hg38
ENSG00000236979,NCR3,hg38
ENSG00000236980,C3orf84,hg38
ENSG00000236981,OR10G9,hg38
ENSG00000236982,BLOC1S2P1,hg38
ENSG00000236983,LINC00614,hg37
ENSG00000236987,NDUFA5P8,hg38
ENSG00000236991,EDRF1-AS1,hg38
ENSG00000236992,RPL12P12,hg38
ENSG00000236993,GAPDHP21,hg38
ENSG00000236994,YBX1P9,hg38
ENSG00000236996,MLIP-IT1,hg38
ENSG00000236999,ATP2B2-IT1,hg38
ENSG00000237000,PTMAP6,hg38
ENSG00000237001,WASF3-AS1,hg38
